Holdings details

Morningstar Total Stock Market ETF (VTI)


Equity,as of 08/31/2026

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,B7F4TJ7,PBF Energy Inc,PBF,<0.01%,Oil & Gas Refining & Marketing,US,---,"$219,811,282.74","3,011,526"
,2884224,Terex Corp,TEX,<0.01%,Construction Machinery & Heavy Transportation Equipment,US,---,"$219,376,877.10","3,454,210"
,BKM4N88,Paylocity Holding Corp,PCTY,<0.01%,Human Resource & Employment Services,US,---,"$218,778,327.14","1,365,487"
,B0BV2M7,Builders FirstSource Inc,BLDR,<0.01%,Building Products,US,---,"$215,902,720.80","3,251,547"
,2333986,Federal Signal Corp,FSS,<0.01%,Construction Machinery & Heavy Transportation Equipment,US,---,"$215,873,541.00","1,845,073"
,BNNTGH3,Victoria's Secret & Co,VSXY,<0.01%,Apparel Retail,US,---,"$215,627,623.38","2,524,618"
,BYQCZ35,Madison Square Garden Sports Corp,MSGS,<0.01%,Movies & Entertainment,US,---,"$214,825,537.40","558,380"
,BLNN369,Weatherford International PLC,WFRD,<0.01%,Oil & Gas Equipment & Services,US,---,"$213,574,458.66","2,184,458"
,B020GQ5,EnerSys,ENS,<0.01%,Electrical Components & Equipment,US,---,"$213,483,339.34","1,161,119"
,BMWP7H2,Dutch Bros Inc,BROS,<0.01%,Restaurants,US,---,"$213,285,382.10","4,365,235"
,BMTVT22,Gitlab Inc,GTLB,<0.01%,Systems Software,US,---,"$211,439,131.80","4,543,170"
,2543967,Macerich Co/The,MAC,<0.01%,Retail REITs,US,---,"$211,165,752.50","8,940,125"
,2963811,Wynn Resorts Ltd,WYNN,<0.01%,Casinos & Gaming,US,---,"$211,039,360.00","2,312,000"
,2437264,Hormel Foods Corp,HRL,<0.01%,Packaged Foods & Meats,US,---,"$210,663,956.35","9,641,371"
,BYVZ186,Cleveland-Cliffs Inc,CLF,<0.01%,Steel,US,---,"$209,912,575.95","18,174,249"
,BPQWHP8,Healthcare Realty Trust Inc,HR,<0.01%,Health Care REITs,US,---,"$209,655,647.04","11,011,326"
,2816023,A O Smith Corp,AOS,<0.01%,Building Products,US,---,"$209,569,610.34","3,544,218"
,BP8S8J5,Lantheus Holdings Inc,LNTH,<0.01%,Health Care Supplies,US,---,"$208,984,373.12","2,069,972"
,B7XJTN8,Qualys Inc,QLYS,<0.01%,Systems Software,US,---,"$208,319,511.70","1,119,155"
,BMCNFN8,Applied Digital Corp,APLD,<0.01%,Internet Services & Infrastructure,US,---,"$207,899,639.64","8,181,804"
,2105505,H&R Block Inc,HRB,<0.01%,Specialized Consumer Services,US,---,"$207,721,166.55","4,021,707"
,B7K24P7,Ingredion Inc,INGR,<0.01%,Agricultural Products & Services,US,---,"$207,332,391.56","2,003,986"
,BRBD9F4,Cava Group Inc,CAVA,<0.01%,Restaurants,US,---,"$207,230,258.25","3,151,791"
,BPY0594,Gates Industrial Corp Ltd,GTES,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$207,096,217.18","8,096,021"
,B5B82X4,Hyatt Hotels Corp,H,<0.01%,"Hotels, Resorts & Cruise Lines",US,---,"$206,938,109.81","1,239,373"
,2311711,Erie Indemnity Co,ERIE,<0.01%,Property & Casualty Insurance,US,---,"$206,763,884.72","809,062"
,B7MSLL8,Matador Resources Co,MTDR,<0.01%,Oil & Gas Exploration & Production,US,---,"$206,538,049.87","3,560,387"
,BFFK0X2,Essential Properties Realty Trust Inc,EPRT,<0.01%,Diversified REITs,US,---,"$206,289,210.00","6,876,307"
,2905794,United Bankshares Inc/WV,UBSI,<0.01%,Regional Banks,US,---,"$206,188,754.22","4,374,894"
,2548616,MGIC Investment Corp,MTG,<0.01%,Commercial & Residential Mortgage Finance,US,---,"$206,052,869.85","6,722,769"
,BD9F675,Riot Platforms Inc,RIOT,<0.01%,Application Software,US,---,"$205,705,516.72","10,829,456"
,2781585,Pool Corp,POOL,<0.01%,Distributors,US,---,"$205,641,097.80","1,102,515"
,B8GNC91,Matson Inc,MATX,<0.01%,Marine Transportation,US,---,"$205,585,148.04","914,484"
,2041308,FNB Corp/PA,FNB,<0.01%,Regional Banks,US,---,"$204,622,999.60","11,224,520"
,B23DBK6,Genpact Ltd,G,<0.01%,Data Processing & Outsourced Services,US,---,"$204,305,965.92","5,379,304"
,2692160,Plexus Corp,PLXS,<0.01%,Electronic Manufacturing Services,US,---,"$204,127,580.58","852,414"
,2004185,Abercrombie & Fitch Co,ANF,<0.01%,Apparel Retail,US,---,"$203,709,577.68","1,423,746"
,2732635,AutoNation Inc,AN,<0.01%,Automotive Retail,US,---,"$203,496,755.00","1,011,164"
,2971029,LKQ Corp,LKQ,<0.01%,Distributors,US,---,"$203,220,618.90","8,096,439"
,2935326,Valley National Bancorp,VLY,<0.01%,Regional Banks,US,---,"$203,168,031.88","14,895,017"
,2707826,TXNM Energy Inc,TXNM,<0.01%,Electric Utilities,US,---,"$201,942,061.30","3,505,330"
,2933632,Vornado Realty Trust,VNO,<0.01%,Office REITs,US,---,"$201,462,089.22","5,389,569"
,B067BM3,Molson Coors Beverage Co,TAP,<0.01%,Brewers,US,---,"$199,909,622.08","5,027,908"
,B8383P2,WEX Inc,WEX,<0.01%,Transaction & Payment Processing Services,US,---,"$199,900,696.06","1,048,907"
,2881407,Teleflex Inc,TFX,<0.01%,Health Care Equipment,US,---,"$199,877,276.55","1,407,091"
,BN46048,Hims & Hers Health Inc,HIMS,<0.01%,Health Care Services,US,---,"$199,061,360.94","6,729,593"
,2598699,Mohawk Industries Inc,MHK,<0.01%,Home Furnishings,US,---,"$199,038,870.00","1,551,960"
,2951292,Enpro Inc,NPO,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$198,824,048.88","671,204"
,B570P91,Lear Corp,LEA,<0.01%,Automotive Parts & Equipment,US,---,"$198,218,016.29","1,585,871"
,2362128,GATX Corp,GATX,<0.01%,Trading Companies & Distributors,US,---,"$197,761,338.81","1,130,517"
,BF2GC59,Magnolia Oil & Gas Corp,MGY,<0.01%,Oil & Gas Exploration & Production,US,---,"$197,496,114.75","7,355,535"
,2616137,Bruker Corp,BRKR,<0.01%,Life Sciences Tools & Services,US,---,"$196,505,278.38","3,387,438"
,2473138,Rayonier Inc,RYN,<0.01%,Timber REITs,US,---,"$196,334,076.00","9,577,272"
,BDDQ975,elf Beauty Inc,ELF,<0.01%,Personal Care Products,US,---,"$196,228,386.75","1,799,435"
,BLFGJD5,Travere Therapeutics Inc,TVTX,<0.01%,Biotechnology,US,---,"$195,815,643.60","2,954,370"
,BFZQ0L8,Scholar Rock Holding Corp,SRRK,<0.01%,Biotechnology,US,---,"$195,126,516.80","3,435,326"
,2503994,Landstar System Inc,LSTR,<0.01%,Cargo Ground Transportation,US,---,"$194,365,105.20","1,076,040"
,BQPDNZ1,StandardAero Inc,SARO,<0.01%,Aerospace & Defense,US,---,"$194,224,361.38","7,930,762"
,BPGN2Q7,ServiceTitan Inc,TTAN,<0.01%,Application Software,US,---,"$193,855,178.28","1,977,307"
,BJT1RW7,Lyft Inc,LYFT,<0.01%,Passenger Ground Transportation,US,---,"$193,802,118.90","11,467,581"
,B3BRJZ8,JBT Marel Corp,JBTM,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$193,777,121.59","1,658,057"
,BPH0546,Life Time Group Holdings Inc,LTH,<0.01%,Leisure Facilities,US,---,"$193,501,217.58","4,604,979"
,2831888,Southwest Gas Holdings Inc,SWX,<0.01%,Gas Utilities,US,---,"$193,076,483.82","2,185,854"
,2415497,Hancock Whitney Corp,HWC,<0.01%,Regional Banks,US,---,"$191,996,932.14","2,577,486"
,BMZ8604,Cipher Digital Inc,CIFR,<0.01%,Application Software,US,---,"$191,778,849.50","12,372,829"
,2370585,Glacier Bancorp Inc,GBCI,<0.01%,Regional Banks,US,---,"$191,696,030.79","4,139,409"
,B19HX21,Celsius Holdings Inc,CELH,<0.01%,Soft Drinks & Non-alcoholic Beverages,US,---,"$191,650,041.45","6,093,801"
,B0VLLY2,Uranium Energy Corp,UEC,<0.01%,Coal & Consumable Fuels,US,---,"$191,259,730.80","15,625,795"
,2191399,Eagle Materials Inc,EXP,<0.01%,Construction Materials,US,---,"$191,184,087.16","984,166"
,BMD78K7,Oklo Inc,OKLO,<0.01%,Electric Utilities,US,---,"$190,949,642.47","4,706,671"
,BMCCXH5,D-Wave Quantum Inc,QBTS,<0.01%,Application Software,US,---,"$190,849,480.00","11,095,900"
,BNBRMS2,Terawulf Inc,WULF,<0.01%,Application Software,US,---,"$190,832,193.55","12,612,835"
,BFMBMT8,Sensata Technologies Holding PLC,ST,<0.01%,Electrical Components & Equipment,US,---,"$189,589,372.50","4,620,750"
,B03L311,Ormat Technologies Inc,ORA,<0.01%,Renewable Electricity,US,---,"$189,230,094.00","1,855,197"
,BMC1PR6,Bentley Systems Inc,BSY,<0.01%,Application Software,US,---,"$188,088,374.25","5,118,051"
,BFWGXR8,Essent Group Ltd,ESNT,<0.01%,Commercial & Residential Mortgage Finance,US,---,"$188,067,177.36","2,783,706"
,BFYVKR0,Victory Capital Holdings Inc,VCTR,<0.01%,Asset Management & Custody Banks,US,---,"$187,908,385.09","1,592,309"
,BSVLTM2,Everus Construction Group Inc,ECG,<0.01%,Construction & Engineering,US,---,"$187,067,829.20","1,624,840"
,BD8FDD1,Trade Desk Inc/The,TTD,<0.01%,Advertising,US,---,"$186,428,457.60","13,588,080"
,BN2QTL0,Noble Corp PLC,NE,<0.01%,Oil & Gas Drilling,US,---,"$186,331,580.96","4,065,712"
,2926773,VSE Corp,VSEC,<0.01%,Aerospace & Defense,US,---,"$186,312,216.84","892,813"
,B44Z3T8,EPAM Systems Inc,EPAM,<0.01%,IT Consulting & Other Services,US,---,"$186,111,071.04","1,579,488"
,BWM34D1,Mobility Global Inc,MBGL,<0.01%,Research & Consulting Services,US,---,"$185,966,270.00","9,160,900"
,BD8DJ71,Snap Inc,SNAP,<0.01%,Interactive Media & Services,US,---,"$185,880,500.10","33,491,982"
,2719070,RLI Corp,RLI,<0.01%,Property & Casualty Insurance,US,---,"$185,826,133.13","2,927,779"
,B3KFWW1,Transocean Ltd,RIG,<0.01%,Oil & Gas Drilling,US,---,"$185,464,571.53","31,921,613"
,BQLSDK5,Kodiak Gas Services Inc,KGS,<0.01%,Oil & Gas Equipment & Services,US,---,"$185,179,744.71","3,150,923"
,BVV5S84,Versant Media Group Inc,VSNT,<0.01%,Cable & Satellite,US,---,"$184,646,447.06","4,490,429.16"
,BPW6WJ3,UL Solutions Inc,ULS,<0.01%,Research & Consulting Services,US,---,"$184,371,795.00","2,474,125"
,2194105,Churchill Downs Inc,CHDN,<0.01%,Casinos & Gaming,US,---,"$184,291,579.08","2,106,671"
,BMDH249,Lumen Technologies Inc,LUMN,<0.01%,Alternative Carriers,US,---,"$184,290,393.75","29,486,463"
,BNDXX18,Primo Brands Corp,PRMB,<0.01%,Soft Drinks & Non-alcoholic Beverages,US,---,"$183,944,512.22","8,060,671"
,2120490,Casella Waste Systems Inc,CWST,<0.01%,Environmental & Facilities Services,US,---,"$183,873,069.00","1,993,204"
,B17VCN9,PTC Therapeutics Inc,PTCT,<0.01%,Biotechnology,US,---,"$183,691,996.20","2,641,530"
,BFZ9DB8,Atlantic Union Bankshares Corp,AUB,<0.01%,Regional Banks,US,---,"$183,563,043.58","4,551,526"
,BMWWGB0,Caesars Entertainment Inc,CZR,<0.01%,Casinos & Gaming,US,---,"$182,990,461.50","6,161,295"
,2923741,Sensient Technologies Corp,SXT,<0.01%,Specialty Chemicals,US,---,"$182,868,259.08","1,355,182"
,BF2X272,Warrior Met Coal Inc,HCC,<0.01%,Steel,US,---,"$181,753,685.52","1,679,173"
,BLR6XK8,Cogent Biosciences Inc,COGT,<0.01%,Biotechnology,US,---,"$180,909,295.00","5,168,837"
,BFYF094,Frontdoor Inc,FTDR,<0.01%,Specialized Consumer Services,US,---,"$180,799,037.25","2,235,675"
,B0T7Z62,Crocs Inc,CROX,<0.01%,Footwear,US,---,"$180,703,260.66","1,501,107"
,B142B38,Commvault Systems Inc,CVLT,<0.01%,Systems Software,US,---,"$180,605,703.60","1,313,305"
,BMCM6P4,Duolingo Inc,DUOL,<0.01%,Education Services,US,---,"$180,214,375.60","1,214,710"
,B125XQ6,Portland General Electric Co,POR,<0.01%,Electric Utilities,US,---,"$180,104,751.54","3,686,139"
,2898087,DaVita Inc,DVA,<0.01%,Health Care Services,US,---,"$179,762,533.20","1,021,320"
,BRBCSP4,CG oncology Inc,CGON,<0.01%,Biotechnology,US,---,"$179,549,122.72","2,388,892"
,2072074,Balchem Corp,BCPC,<0.01%,Specialty Chemicals,US,---,"$179,542,883.52","1,020,768"
,BYXJF62,Zillow Group Inc,Z,<0.01%,Real Estate Services,US,---,"$179,394,652.96","5,131,426"
,2804501,Argan Inc,AGX,<0.01%,Construction & Engineering,US,---,"$179,291,381.28","421,872"
,B1P5YY8,AeroVironment Inc,AVAV,<0.01%,Aerospace & Defense,US,---,"$179,186,624.40","1,207,864"
,B17MTL9,Home BancShares Inc/AR,HOMB,<0.01%,Regional Banks,US,---,"$179,032,043.58","6,077,123"
,BM8JV32,Planet Labs PBC,PL,<0.01%,Research & Consulting Services,US,---,"$178,685,333.00","9,001,780"
,BRJ9GW0,Rithm Capital Corp,RITM,<0.01%,Mortgage REITs,US,---,"$178,167,894.97","17,763,499"
,BP0VMC3,U-Haul Holding Co,UHAL/B,<0.01%,Cargo Ground Transportation,US,---,"$177,921,141.84","2,981,752"
,BJSP4C9,Installed Building Products Inc,IBP,<0.01%,Homebuilding,US,---,"$177,137,442.93","729,471"
,2197308,Cirrus Logic Inc,CRUS,<0.01%,Semiconductors,US,---,"$176,124,385.45","1,608,295"
,B07LST0,ExlService Holdings Inc,EXLS,<0.01%,Data Processing & Outsourced Services,US,---,"$176,018,288.32","4,622,329"
,BDTZZG7,Science Applications International Corp,SAIC,<0.01%,Research & Consulting Services,US,---,"$175,961,434.80","1,372,340"
,BQ732F2,Cerebras Systems Inc,CBRS,<0.01%,Semiconductors,US,---,"$175,941,093.44","954,956"
,B3PQ520,Starwood Property Trust Inc,STWD,<0.01%,Mortgage REITs,US,---,"$175,826,749.20","11,199,156"
,BNLYBF3,Erasca Inc,ERAS,<0.01%,Biotechnology,US,---,"$175,273,241.52","9,802,754"
,B03Q9D0,MarketAxess Holdings Inc,MKTX,<0.01%,Financial Exchanges & Data,US,---,"$174,773,582.10","1,074,670"
,BNNTGF1,GXO Logistics Inc,GXO,<0.01%,Air Freight & Logistics,US,---,"$174,687,695.22","3,659,914"
,BN4J951,Dianthus Therapeutics Inc,DNTH,<0.01%,Biotechnology,US,---,"$174,641,976.50","1,653,650"
,2766173,Selective Insurance Group Inc,SIGI,<0.01%,Property & Casualty Insurance,US,---,"$174,133,301.46","1,907,474"
,2101741,Black Hills Corp,BKH,<0.01%,Multi-Utilities,US,---,"$173,518,858.24","2,420,743"
,2821395,Sonoco Products Co,SON,<0.01%,Paper & Plastic Packaging Products & Materials,US,---,"$173,294,039.65","3,142,231"
,BYQHP96,Floor & Decor Holdings Inc,FND,<0.01%,Home Improvement Retail,US,---,"$172,813,128.73","3,437,699"
,2889155,ACI Worldwide Inc,ACIW,<0.01%,Application Software,US,---,"$172,691,242.56","3,241,202"
,2501578,Ligand Pharmaceuticals Inc,LGND,<0.01%,Pharmaceuticals,US,---,"$172,499,269.80","607,178"
,BD978B9,IES Holdings Inc,IESC,<0.01%,Construction & Engineering,US,---,"$172,466,994.00","569,198"
,BWTVWD4,Virtu Financial Inc,VIRT,<0.01%,Investment Banking & Brokerage,US,---,"$172,394,270.40","2,626,360"
,2038849,Ameris Bancorp,ABCB,<0.01%,Regional Banks,US,---,"$171,455,321.50","2,035,078"
,2630513,New Jersey Resources Corp,NJR,<0.01%,Gas Utilities,US,---,"$171,335,387.58","3,212,137"
,B1JNG19,RadNet Inc,RDNT,<0.01%,Health Care Services,US,---,"$171,217,861.30","2,258,215"
,BV9C843,Forgent Power Solutions Inc,FPS,<0.01%,Heavy Electrical Equipment,US,---,"$171,086,942.94","5,602,061"
,BRYQ4L1,Enova International Inc,ENVA,<0.01%,Consumer Finance,US,---,"$170,545,585.60","752,230"
,BYN7H48,Appfolio Inc,APPF,<0.01%,Application Software,US,---,"$169,982,825.91","725,771"
,2360326,Gap Inc/The,GAP,<0.01%,Apparel Retail,US,---,"$168,546,115.54","7,554,734"
,2268130,AAON Inc,AAON,<0.01%,Building Products,US,---,"$168,252,126.46","2,214,718"
,2567655,MSC Industrial Direct Co Inc,MSM,<0.01%,Trading Companies & Distributors,US,---,"$168,171,333.28","1,414,631"
,2949758,Nexstar Media Group Inc,NXST,<0.01%,Broadcasting,US,---,"$168,142,416.00","923,200"
,2381189,Granite Construction Inc,GVA,<0.01%,Construction & Engineering,US,---,"$167,762,133.44","1,391,524"
,2928683,VF Corp,VFC,<0.01%,"Apparel, Accessories & Luxury Goods",US,---,"$167,514,305.28","12,463,862"
,BJLFHW7,Chewy Inc,CHWY,<0.01%,Other Specialty Retail,US,---,"$167,284,511.80","7,028,761"
,BYRGSX7,Archrock Inc,AROC,<0.01%,Oil & Gas Equipment & Services,US,---,"$167,067,599.36","5,300,368"
,2697422,Powell Industries Inc,POWL,<0.01%,Electrical Components & Equipment,US,---,"$166,819,634.64","928,168"
,BGK38H3,Axos Financial Inc,AX,<0.01%,Regional Banks,US,---,"$166,725,904.87","1,722,553"
,BF108P4,Wyndham Hotels & Resorts Inc,WH,<0.01%,"Hotels, Resorts & Cruise Lines",US,---,"$166,721,012.76","2,263,386"
,BQWS627,Sirius XM Holdings Inc,SIRI,<0.01%,Cable & Satellite,US,---,"$166,041,078.84","5,894,252"
,BD8S5H8,Novanta Inc,NOVT,<0.01%,Electronic Equipment & Instruments,US,---,"$166,009,561.02","1,135,341"
,2345022,Macy's Inc,M,<0.01%,Broadline Retail,US,---,"$165,878,681.04","7,553,674"
,BZ56Q65,Bank OZK,OZK,<0.01%,Regional Banks,US,---,"$165,856,682.04","3,379,313"
,BPBSZJ1,Kite Realty Group Trust,KRG,<0.01%,Retail REITs,US,---,"$165,636,748.20","6,420,029"
,2655583,Oceaneering International Inc,OII,<0.01%,Oil & Gas Equipment & Services,US,---,"$164,185,152.72","3,172,047"
,2580555,Merit Medical Systems Inc,MMSI,<0.01%,Health Care Supplies,US,---,"$163,887,713.88","1,807,718"
,BDZCRX3,RingCentral Inc,RNG,<0.01%,Application Software,US,---,"$163,827,695.40","2,353,170"
,B5NLBP6,Sabra Health Care REIT Inc,SBRA,<0.01%,Health Care REITs,US,---,"$163,563,931.08","8,021,772"
,BNKVRZ7,Sotera Health Co,SHC,<0.01%,Life Sciences Tools & Services,US,---,"$163,221,836.40","8,636,076"
,B3RDWC8,MaxLinear Inc,MXL,<0.01%,Semiconductors,US,---,"$162,139,465.44","2,706,384"
,BJDX8Y8,Mirum Pharmaceuticals Inc,MIRM,<0.01%,Biotechnology,US,---,"$162,008,407.20","1,652,304"
,BZBZ020,Herc Holdings Inc,HRI,<0.01%,Trading Companies & Distributors,US,---,"$161,805,645.90","1,062,135"
,B9HHD96,HA Sustainable Infrastructure Capital Inc,HASI,<0.01%,Specialized Finance,US,---,"$161,581,880.95","4,085,509"
,BLG38Q1,Moelis & Co,MC,<0.01%,Investment Banking & Brokerage,US,---,"$161,252,044.05","2,368,915"
,BVLNNN8,Piper Sandler Cos,PIPR,<0.01%,Investment Banking & Brokerage,US,---,"$160,916,480.28","2,143,838"
,BYYGJZ9,Impinj Inc,PI,<0.01%,Semiconductors,US,---,"$160,476,202.88","920,584"
,BYQD1J6,CSW Industrials Inc,CSW,<0.01%,Building Products,US,---,"$160,393,864.10","519,158"
,BKVF0J2,Oruka Therapeutics Inc,ORKA,<0.01%,Biotechnology,US,---,"$160,096,170.74","1,728,527"
,B3MC7D6,Fortune Brands Innovations Inc,FBIN,<0.01%,Building Products,US,---,"$159,972,252.44","3,608,668"
,BG0T321,Dropbox Inc,DBX,<0.01%,Application Software,US,---,"$159,132,417.48","4,522,092"
,B05MZT4,Celanese Corp,CE,<0.01%,Specialty Chemicals,US,---,"$158,970,473.64","3,495,393"
,BJ0KXV4,ONE Gas Inc,OGS,<0.01%,Gas Utilities,US,---,"$158,183,681.35","1,995,505"
,BW9HRR1,Liberty Live Holdings Inc,LLYVK,<0.01%,Movies & Entertainment,US,---,"$158,044,087.52","1,526,701"
,2611206,Murphy Oil Corp,MUR,<0.01%,Oil & Gas Exploration & Production,US,---,"$157,770,456.66","4,331,973"
,2162845,Campbell's Company/The,CPB,<0.01%,Packaged Foods & Meats,US,---,"$157,289,545.60","6,642,295"
,2339252,White Mountains Insurance Group Ltd,WTM,<0.01%,Property & Casualty Insurance,US,---,"$157,182,001.77","74,777"
,BN45WL6,Rigetti Computing Inc,RGTI,<0.01%,Semiconductors,US,---,"$157,174,079.94","10,036,659"
,2149309,Brunswick Corp/DE,BC,<0.01%,Leisure Products,US,---,"$156,936,304.80","2,067,672"
,BN70TG2,Core Scientific Inc,CORZ,<0.01%,Application Software,US,---,"$156,635,045.60","9,609,512"
,BNXKSK3,Ryan Specialty Holdings Inc,RYAN,<0.01%,Insurance Brokers,US,---,"$156,623,324.34","3,713,213"
,2149622,Materion Corp,MTRN,<0.01%,Diversified Metals & Mining,US,---,"$156,341,619.20","662,240"
,BTFK8V4,Outfront Media Inc,OUT,<0.01%,Other Specialized REITs,US,---,"$156,321,108.32","5,320,664"
,2814005,Champion Homes Inc,SKY,<0.01%,Homebuilding,US,---,"$156,226,874.23","1,750,049"
,2192392,Cheesecake Factory Inc/The,CAKE,<0.01%,Restaurants,US,---,"$155,913,431.53","1,423,997"
,BR1Z682,Core Natural Resources Inc,CNR,<0.01%,Coal & Consumable Fuels,US,---,"$155,533,748.70","1,520,369"
,BF1GM16,Cactus Inc. Class A,WHD,<0.01%,Oil & Gas Equipment & Services,US,---,"$155,336,880.00","2,209,000"
,2001119,AAR Corp,AIR,<0.01%,Aerospace & Defense,US,---,"$155,269,532.60","1,200,940"
,BF3FTF4,CNX Resources Corp,CNX,<0.01%,Oil & Gas Exploration & Production,US,---,"$155,191,259.20","4,265,840"
,2657750,CNO Financial Group Inc,CNO,<0.01%,Life & Health Insurance,US,---,"$155,084,574.33","2,830,527"
,2954194,Vail Resorts Inc,MTN,<0.01%,Leisure Facilities,US,---,"$155,006,079.25","1,132,175"
,BYX60M4,International Seaways Inc,INSW,<0.01%,Oil & Gas Storage & Transportation,US,---,"$154,860,953.04","1,569,961"
,BN48ZR2,Phillips Edison & Co Inc,PECO,<0.01%,Retail REITs,US,---,"$154,852,229.90","4,006,526"
,BYVJ8J8,Liquidia Corp,LQDA,<0.01%,Pharmaceuticals,US,---,"$154,339,061.44","2,264,032"
,BRT46K3,Lazard Inc,LAZ,<0.01%,Investment Banking & Brokerage,US,---,"$153,999,958.20","3,562,340"
,2933438,Urban Outfitters Inc,URBN,<0.01%,Apparel Retail,US,---,"$153,907,702.55","1,907,395"
,2672537,Patterson-UTI Energy Inc,PTEN,<0.01%,Oil & Gas Drilling,US,---,"$152,758,015.04","12,085,286"
,BNZJHH8,Remitly Global Inc,RELY,<0.01%,Transaction & Payment Processing Services,US,---,"$152,346,737.90","5,697,335"
,BMY0YX0,Valaris Ltd,VAL,<0.01%,Oil & Gas Drilling,US,---,"$152,280,674.40","1,763,120"
,BJP0MF6,Cousins Properties Inc,CUZ,<0.01%,Office REITs,US,---,"$151,949,606.51","5,241,449"
,BMQ60Q1,UFP Industries Inc,UFPI,<0.01%,Building Products,US,---,"$151,910,754.20","1,797,335"
,BJZ2ZR5,Varonis Systems Inc,VRNS,<0.01%,Systems Software,US,---,"$151,890,566.46","3,470,198"
,2173911,Radian Group Inc,RDN,<0.01%,Commercial & Residential Mortgage Finance,US,---,"$151,784,837.16","4,232,706"
,2930774,Vicor Corp,VICR,<0.01%,Electrical Components & Equipment,US,---,"$151,646,941.44","808,008"
,2366799,Gentex Corp,GNTX,<0.01%,Automotive Parts & Equipment,US,---,"$151,298,913.38","6,763,474"
,B1HHB18,KBR Inc,KBR,<0.01%,Research & Consulting Services,US,---,"$151,260,637.50","4,033,617"
,2475060,Insight Enterprises Inc,NSIT,<0.01%,Technology Distributors,US,---,"$150,847,700.82","960,691"
,2483074,Trex Co Inc,TREX,<0.01%,Building Products,US,---,"$150,711,774.14","3,306,533"
,2144047,Mercury Systems Inc,MRCY,<0.01%,Aerospace & Defense,US,---,"$150,226,201.29","1,720,213"
,BVB3BV2,Box Inc,BOX,<0.01%,Application Software,US,---,"$150,104,864.26","4,195,217"
,BRCFZ51,MILLROSE PROPERTIES,MRP,<0.01%,Other Specialized REITs,US,---,"$149,360,192.28","4,909,934"
,2401195,Haemonetics Corp,HAE,<0.01%,Health Care Supplies,US,---,"$148,959,546.89","1,445,227"
,BTRFVH4,Karman Holdings Inc,KRMN,<0.01%,Aerospace & Defense,US,---,"$148,426,812.80","3,580,864"
